iata_code,name,city
"OIA","Ourilândia do Norte Airport","Ourilândia do Norte"
"OIC","Lt Warren Eaton Airport","Norwich"
"OIR","Okushiri Airport","Okushiri Island"
"OKC","Will Rogers World Airport","Oklahoma City"
"OKD","Okadama Airport","Sapporo"
"OKF","Okaukuejo Airport","Okaukuejo"
"OKG","Okoyo Airport","Okoyo"
"OKN","Okondja Airport","Okondja"
"OKO","Yokota Air Base","Fussa"
"OKS","Garden County Airport","Oshkosh"
"OLC","Senadora Eunice Micheles Airport","São Paulo De Olivença"
"OLI","Rif Airport","Rif"
"OLJ","North West Santo Airport","Olpoi"
"OLK","Fuerte Olimpo Airport","Fuerte Olimpo"
"OLL","Oyo Ollombo Airport","Oyo"
"OLM","Olympia Regional Airport","Olympia"
"OLN","Colonia Sarmiento Airport","Sarmiento"
"OLO","Olomouc-Neředín Airport","Olomouc"
"OLP","Olympic Dam Airport","Olympic Dam"
"OLQ","Olsobip Airport","Olsobip"
"OLS","Nogales International Airport","Nogales"
"OMA","Eppley Airfield","Omaha"
"OMG","Omega Airport","Omega"
"OMH","Urmia Airport","Urmia"
"OMN","Osmanabad Airport","Osmanabad"
"ONJ","Odate Noshiro Airport","Odate"
"ONK","Olenyok Airport","Olenyok"
"ONL","The O Neill Municipal John L Baker Field","O Neill"
"ONO","Ontario Municipal Airport","Ontario"
"ONP","Newport Municipal Airport","Newport"
"ONQ","Zonguldak Airport","Zonguldak"
"ONT","Ontario International Airport","Ontario"
"ONU","Ono-i-Lau Airport","Ono-i-Lau"
"ONX","Enrique Adolfo Jimenez Airport","Colón"
"OOK","Toksook Bay Airport","Toksook Bay"
"OOM","Cooma Snowy Mountains Airport","Cooma"
"OPF","Opa-locka Executive Airport","Miami"
"OPO","Francisco de Sá Carneiro Airport","Porto"
"OPS","Presidente João Batista Figueiredo Airport","Sinop"
"OPW","Opuwa Airport","Opuwa"
"ORD","Chicago O Hare International Airport","Chicago"
"ORE","Orléans-Bricy (BA 123) Air Base","Orléans/Bricy"
"ORF","Norfolk International Airport","Norfolk"
"ORH","Worcester Regional Airport","Worcester"
"ORL","Orlando Executive Airport","Orlando"
"ORM","Sywell Aerodrome","Northampton"
"ORP","Orapa Airport","Orapa"
"ORU","Juan Mendoza Airport","Oruro"
"ORV","Robert (Bob) Curtis Memorial Airport","Noorvik"
"ORW","Ormara Airport","Ormara Raik"
"ORX","Oriximiná Airport","Oriximiná"
"ORY","Paris-Orly Airport","Paris"
"ORZ","Orange Walk Airport","Orange Walk"
"OSD","Åre Östersund Airport","Östersund"
"OSE","Omora Airport","Omora"
"OSH","Wittman Regional Airport","Oshkosh"
"OSM","Mosul International Airport","Mosul"
"OSR","Ostrava Leos Janáček Airport","Ostrava"
"OSS","Osh Airport","Osh"
"OTC","Bol Airport","Bol"
"OTI","Pitu Airport","Gotalalamo-Morotai Island"
"OTJ","Otjiwarongo Airport","Otjiwarongo"
"OTK","Tillamook Airport","Tillamook"
"OTM","Ottumwa Regional Airport","Ottumwa"
"OTN","Ed-Air Airport","Oaktown"
"OTP","Henri Coandă International Airport","Bucharest"
"OTS","Anacortes Airport","Anacortes"
"OUA","Ouagadougou Airport","Ouagadougou"
"OUD","Angads Airport","Oujda"
"OUK","Outer Skerries Airport","Grunay Island"
"OUR","Batouri Airport","Batouri"
"OVB","Tolmachevo Airport","Novosibirsk"
"OVD","Asturias Airport","Ranón"
"OVR","Olavarria Airport","Olavarria"
"OVS","Sovetskiy Airport","Sovetskiy"
"OWB","Owensboro Daviess County Airport","Owensboro"
"OWD","Norwood Memorial Airport","Norwood"
"OZA","Ozona Municipal Airport","Ozona"
"OZC","Labo Airport","Ozamiz City"
"OZP","Moron Air Base","Morón"
"OZR","Cairns AAF (Fort Rucker) Air Field","Fort Rucker/Ozark"
"PAA","Hpa-N Airport","Hpa-N"
"PAC","Marcos A. Gelabert International Airport","Albrook"
"PAD","Paderborn Lippstadt Airport","Paderborn"
"PAE","Snohomish County (Paine Field) Airport","Everett"
"PAG","Pagadian Airport","Pagadian City"
"PAH","Barkley Regional Airport","Paducah"
"PAL","German Olano Air Base","La Dorada"
"PAM","Tyndall Air Force Base","Panama City"
"PAO","Palo Alto Airport of Santa Clara County","Palo Alto"
"PAT","Lok Nayak Jayaprakash Airport","Patna"
"PAY","Pamol Airport","Pamol"
"PAZ","El Tajín National Airport","Poza Rica"
"PBB","Paranaíba Airport","Paranaíba"
"PBD","Porbandar Airport","Porbandar"
"PBE","Puerto Berrio Airport","Puerto Berrio"
"PBG","Plattsburgh International Airport","Plattsburgh"
"PBI","Palm Beach International Airport","West Palm Beach"
"PBM","Johan Adolf Pengel International Airport","Zandery"
"PBN","Porto Amboim Airport","Port Amboim"
"PBP","Islita Airport","Nandayure"
"PBQ","Pimenta Bueno Airport","Pimenta Bueno"
"PBT","Puerto Leda Airport","Puerto Leda"
"PBU","Putao Airport","Putao"
"PBV","Porto dos Gaúchos Airport","Porto Dos Gaúchos"
"PBX","Fazenda Piraguassu Airport","Porto Alegre Do Norte"
"PBZ","Plettenberg Bay Airport","Plettenberg Bay"
"PCA","Portage Creek Airport","Portage Creek"
"PCB","Pondok Cabe Air Base","Jakarta"
"PCC","Puerto Rico Airport","Puerto Rico"
"PCF","Potchefstroom Airport","Potchefstroom"
"PCG","Paso Caballos Airport","Paso Caballos"
"PCM","Playa del Carmen Airport","Solidaridad"
"PCO","Punta Colorada Airport","La Ribera"
"PCQ","Boun Neau Airport","Phongsaly"
"PCS","Picos Airport","Picos"
"PCU","Poplarville Pearl River County Airport","Poplarville"
"PCV","Punta Chivato Airport","Punta Chivato"
"PDB","Pedro Bay Airport","Pedro Bay"
"PDD","Ponta do Ouro Airport","Ponta do Ouro"
"PDF","Prado Airport","Prado"
"PDK","DeKalb Peachtree Airport","Atlanta"
"PDL","João Paulo II Airport","Ponta Delgada"
"PDN","Parndana Airport","Kangaroo Island"
"PDT","Eastern Oregon Regional At Pendleton Airport","Pendleton"
"PDV","Plovdiv International Airport","Plovdiv"
"PEA","Penneshaw Airport","Ironstone"
"PED","Pardubice Airport","Pardubice"
"PEG","Perugia San Francesco d Assisi – Umbria Internatio","Perugia"
"PEH","Comodoro Pedro Zanni Airport","Pehuajó"
"PEI","Matecaña International Airport","Pereira"
"PEK","Beijing Capital International Airport","Beijing"
"PEQ","Pecos Municipal Airport","Pecos"
"PER","Perth International Airport","Perth"
"PET","João Simões Lopes Neto International Airport","Pelotas"
"PEV","Pécs-Pogány Airport","Pécs-Pogány"
"PEX","Pechora Airport","Pechora"
"PEZ","Penza Airport","Penza"
"PFB","Lauro Kurtz Airport","Passo Fundo"
"PFR","Ilebo Airport","Ilebo"
"PGD","Charlotte County Airport","Punta Gorda"
"PGH","Pantnagar Airport","Pantnagar"
"PGI","Chitato Airport","Chitato"
"PGK","Pangkal Pinang (Depati Amir) Airport","Pangkal Pinang-Palaubangka Island"
"PGM","Port Graham Airport","Port Graham"
"PGR","Kirk Field","Paragould"
"PGU","Persian Gulf International Airport","Asalouyeh"
"PGX","Périgueux-Bassillac Airport","Périgueux/Bassillac"
"PHA","Phan Rang Airport","Phan Rang"
"PHC","Port Harcourt International Airport","Port Harcourt"
"PHG","Port Harcourt City Airport","Port Harcourt"
"PHK","Palm Beach County Glades Airport","Pahokee"
"PHT","Henry County Airport","Paris"
"PHX","Phoenix Sky Harbor International Airport","Phoenix"
"PIH","Pocatello Regional Airport","Pocatello"
"PIK","Glasgow Prestwick Airport","Glasgow"
"PIL","Carlos Miguel Gimenez Airport","Pilar"
"PIM","Harris County Airport","Pine Mountain"
"PIN","Parintins Airport","Parintins"
"PIO","Capitán FAP Renán Elías Olivera International Airp","Pisco"
"PIP","Pilot Point Airport","Pilot Point"
"PIU","Capitán FAP Guillermo Concha Iberico International","Piura"
"PIX","Pico Airport","Pico Island"
"PIZ","Point Lay LRRS Airport","Point Lay"
"PJG","Panjgur Airport","Panjgur"
"PKA","Napaskiak Airport","Napaskiak"
"PKB","Mid Ohio Valley Regional Airport","Parkersburg"
"PKD","Park Rapids Municipal Konshok Field","Park Rapids"
"PKO","Parakou Airport","Parakou"
"PKR","Pokhara Airport","Pokhara"
"PKV","Pskov Airport","Pskov"
"PKX","Beijing Daxing International Airport","Beijing"
"PKZ","Pakse International Airport","Pakse"
"PLJ","Placencia Airport","Placencia"
"PLK","M. Graham Clark Downtown Airport","Branson / Hollister"
"PLQ","Palanga International Airport","Palanga"
"PLR","St Clair County Airport","Pell City"
"PLS","Providenciales Airport","Providenciales Island"
"PLT","Plato Airport","Plato"
"PLV","Suprunovka Airport","Poltava"
"PLW","Mutiara Airport","Palu-Celebes Island"
"PLX","Semipalatinsk Airport","Semey"
"PMA","Pemba Airport","Chake"
"PMB","Pembina Municipal Airport","Pembina"
"PMF","Parma Airport","Parma"
"PMI","Palma De Mallorca Airport","Palma De Mallorca"
"PMM","Phanom Sarakham Airport","Phanom Sarakham"
"PMO","Falcone–Borsellino Airport","Palermo"
"PMQ","Perito Moreno Airport","Perito Moreno"
"PMT","Paramakatoi Airport","Paramakatoi"
"PMY","El Tehuelche Airport","Puerto Madryn"
"PND","Punta Gorda Airport","Punta Gorda"
"PNG","Paranaguá Airport","Paranaguá"
"PNK","Supadio Airport","Pontianak-Borneo Island"
"PNN","Princeton Municipal Airport","Princeton"
"PNS","Pensacola Regional Airport","Pensacola"
"PNU","Panguitch Municipal Airport","Panguitch"
"PNV","Panevėžys Air Base","Panevėžys"
"PNX","North Texas Regional Airport/Perrin Field","Sherman/Denison"
"PNY","Pondicherry Airport","Pondicherry"
"PNZ","Senador Nilo Coelho Airport","Petrolina"
"POD","Podor Airport","Podor"
"POE","Polk Army Air Field","Fort Polk"
"POG","Port Gentil Airport","Port Gentil"
"POO","Poços de Caldas - Embaixador Walther Moreira Salle","Poços De Caldas"
"POS","Piarco International Airport","Port of Spain"
"POT","Ken Jones Airport","Ken Jones"
"POX","Pontoise - Cormeilles-en-Vexin Airport","Cormeilles-en-Vexin"
"PPA","Perry Lefors Field","Pampa"
"PPB","Presidente Prudente Airport","Presidente Prudente"
"PPF","Tri-City Airport","Parsons"
"PPG","Pago Pago International Airport","Pago Pago"
"PPJ","Pulau Panjang Airport","Jakarta"
"PPM","Pompano Beach Airpark","Pompano Beach"
"PPN","Guillermo León Valencia Airport","Popayán"
"PPR","Pasir Pangaraan Airport","Pasir Pengarayan-Sumatra Island"
"PPT","Faa a International Airport","Papeete"
"PPZ","Puerto Paez Airport","Puerto Paez"
"PQC","Phu Quoc International Airport","Phu Quoc Island"
"PQS","Pilot Station Airport","Pilot Station"
"PRB","Paso Robles Municipal Airport","Paso Robles"
"PRK","Prieska Airport","Prieska"
"PRN","Priština International Airport","Prishtina"
"PRO","Perry Municipal Airport","Perry"
"PRP","Propriano Airport","Propriano"
"PRU","Pyay Airport","Pye"
"PRX","Cox Field","Paris"
"PSC","Tri Cities Airport","Pasco"
"PSD","Port Said Airport","Port Said"
"PSE","Mercedita Airport","Ponce"
"PSI","Pasni Airport","Pasni"
"PSJ","Kasiguncu Airport","Poso-Celebes Island"
"PSL","Perth/Scone Airport","Perth"
"PSN","Palestine Municipal Airport","Palestine"
"PSO","Antonio Narino Airport","Pasto"
"PSR","Pescara International Airport","Pescara"
"PSS","Libertador Gral D Jose De San Martin Airport","Posadas"
"PST","Preston Airport","Preston"
"PSV","Papa Stour Airport","Papa Stour Island"
"PSY","Port Stanley Airport","Stanley"
"PSZ","Capitán Av. Salvador Ogaya G. airport","Puerto Suárez"
"PTA","Port Alsworth Airport","Port Alsworth"
"PTG","Polokwane International Airport","Polokwane"
"PTH","Port Heiden Airport","Port Heiden"
"PTK","Oakland County International Airport","Pontiac"
"PTM","Palmarito Airport","Palmarito"
"PTN","Harry P Williams Memorial Airport","Patterson"
"PTO","Juvenal Loureiro Cardoso Airport","Pato Branco"
"PTT","Pratt Regional Airport","Pratt"
"PTV","Porterville Municipal Airport","Porterville"
"PTW","Heritage Field","Pottstown"
"PTY","Tocumen International Airport","Tocumen"
"PUC","Carbon County Regional/Buck Davis Field","Price"
"PUK","Pukarua Airport","Pukarua"
"PUN","Punia Airport","Punia"
"PUS","Gimhae International Airport","Busan"
"PUT","Sri Sathya Sai Airport","Puttaparthi"
"PUU","Tres De Mayo Airport","Puerto Asís"
"PVA","El Embrujo Airport","Providencia"
"PVE","El Porvenir Airport","El Porvenir"
"PVF","Placerville Airport","Placerville"
"PVH","Governador Jorge Teixeira de Oliveira Airport","Porto Velho"
"PVI","Paranavaí Airport","Paranavaí"
"PVK","Aktion National Airport","Preveza/Lefkada"
"PVL","Pike County-Hatcher Field","Pikeville"
"PVR","Licenciado Gustavo Díaz Ordaz International Airpor","Puerto Vallarta"
"PVU","Provo Municipal Airport","Provo"
"PVW","Hale County Airport","Plainview"
"PWA","Wiley Post Airport","Oklahoma City"
"PWE","Pevek Airport","Pevek"
"PWK","Chicago Executive Airport","Chicago/Prospect Heights/Wheeling"
"PWO","Pweto Airport","Pweto"
"PWT","Bremerton National Airport","Bremerton"
"PXH","Prominent Hill Airport","OZ Minerals Prominent Hill Mine"
"PXL","Polacca Airport","Polacca"
"PXR","Surin Airport","Surin"
"PYA","Velásquez Airport","Puerto Boyacá"
"PYB","Jeypore Airport","Jeypore"
"PYH","Cacique Aramare Airport","Puerto Ayacucho"
"PYJ","Polyarny Airport","Yakutia"
"PYK","Payam International Airport","Karaj"
"PYO","Putumayo Airport","Puerto Putumayo"
"PYR","Andravida Air Base","Andravida"
"PYX","Pattaya Airpark","Pattaya"
"PZH","Zhob Airport","Fort Sandeman"
"PZI","Bao anying Airport","Panzhihua"
"PZO","General Manuel Carlos Piar International Airport","Puerto Ordaz-Ciudad Guayana"
"QBC","Bella Coola Airport","Bella Coola"
"QCO","Colón Airport","Colón"
"QCP","Currais Novos Airport","Currais Novos"
"QCR","Curitibanos Airport","Curitibanos"
"QCY","RAF Coningsby","Coningsby"
"QDC","Dracena Airport","Dracena"
"QDY","Taean Airport","Taean"
"QEF","Frankfurt-Egelsbach Airport","Frankfurt am Main"
"QFO","Duxford Aerodrome","Duxford"
"QGB","Limeira Airport","Limeira"
"QGP","Garanhuns Airport","Garanhuns"
"QHP","Base de Aviação de Taubaté Airport","Taubaté"
"QHR","Harar Meda Airport","Debre Zeyit"
"QHU","Husum-Schwesing Airport","Husum"
"QHV","Novo Hamburgo Airport","Novo Hamburgo"
"QID","Mélio Viana Airport","Três Corações"
"QIQ","Rio Claro Airport","Rio Claro"
"QJP","Pocheon G 217 Airport","Pocheon"
"QMF","Mafra Airport","Mafra"
"QNJ","Annemasse Airport","Annemasse"
"QNV","Aeroclube Airport","Nova Iguaçu"
"QOJ","São Borja Airport","São Borja"
"QPD","Pinar Del Rio Airport","Pinar del Rio"
"QPH","Palapye Airport","Palapye"
"QRF","Bragado Airport","Bragado"
"QRO","Querétaro Intercontinental Airport","Querétaro"
"QRT","Rieti Airport","Rieti"
"QRW","Warri Airport","Warri"
"QSF","Ain Arnat Airport","Sétif"
"QSI","Moshi Airport","Moshi"
"QSN","San Nicolas De Bari Airport","San Nicolás"
"QSR","Salerno Costa d Amalfi Airport","Salerno"
"QSX","New Amsterdam Airport","New Amsterdam"
"QUB","Ubari Airport","Ubari"
"QUO","Akwa Ibom International Airport","Uyo"
"QWG","Wilgrove Air Park","Charlotte"
"RAA","Rakanda Airport","Rakanda"
"RAB","Tokua Airport","Tokua"
"RAF","Rafaela Airport","Rafaela"
"RAH","Rafha Domestic Airport","Rafha"
"RAI","Praia International Airport","Praia"
"RAK","Menara Airport","Marrakech"
"RAL","Riverside Municipal Airport","Riverside"
"RAN","Ravenna Airport","Ravenna"
"RAS","Sardar-e-Jangal Airport","Rasht"
"RAV","Cravo Norte Airport","Cravo Norte"
"RAW","Arawa Airport","Arawa"
"RAZ","Rawalakot Airport","Rawalakot"
"RBA","Rabat-Salé Airport","Rabat"
"RBB","Borba Airport","Borba"
"RBI","Rabi Island Airport","Rabi Island"
"RBJ","Rebun Airport","Rebun"
"RBK","French Valley Airport","Murrieta/Temecula"
"RBL","Red Bluff Municipal Airport","Red Bluff"
"RBM","Straubing Airport","Straubing"
"RBQ","Rurenabaque Airport","Rurenabaque"
"RBU","Roebourne Airport","Roebourne"
"RCH","Rocha Airport","Rocha"
"RCL","Redcliffe Airport","Redcliffe"
"RCQ","Reconquista Airport","Reconquista"
"RCR","Fulton County Airport","Rochester"
"RCS","Rochester Airport","Rochester"
"RCT","Nartron Field","Reed City"
"RDA","Rockhampton Downs Airport","Rockhampton Downs"
"RDB","Red Dog Airport","Red Dog"
"RDD","Redding Municipal Airport","Redding"
"RDE","Merdei Airport","Merdei-Papua Island"
"RDG","Reading Regional Carl A Spaatz Field","Reading"
"RDM","Roberts Field","Redmond"
"RDO","Radom Airport","Radom"
"RDR","Grand Forks Air Force Base","Grand Forks"
"RDV","Red Devil Airport","Red Devil"
"RDZ","Rodez-Marcillac Airport","Rodez/Marcillac"
"REE","Reese Airpark","Lubbock"
"REG","Reggio Calabria Airport","Reggio Calabria"
"REP","Siem Reap International Airport","Siem Reap"
"RES","Resistencia International Airport","Resistencia"
"REX","General Lucio Blanco International Airport","Reynosa"
"REY","Reyes Airport","Reyes"
"REZ","Resende Airport","Resende"
"RFA","Rafaï Airport","Rafaï"
"RFR","Rio Frio / Progreso Airport","Rio Frio / Progreso"
"RFS","Rosita Airport","La Rosita"
"RGH","Balurghat Airport","Balurghat"
"RGK","Gorno-Altaysk Airport","Gorno-Altaysk"
"RGO","Orang Airport","Hoemun-ri"
"RGT","Japura Airport","Rengat-Sumatra Island"
"RHA","Reykhólar Airport","Reykhólar"
"RHD","Termas de Río Hondo international Airport","Termas de Río Hondo"
"RHG","Ruhengeri Airport","Ruhengeri"
"RHI","Rhinelander Oneida County Airport","Rhinelander"
"RHP","Ramechhap Airport","Ramechhap"
"RIB","Capitán Av. Selin Zeitun Lopez Airport","Riberalta"
"RIE","hln","Rice Lake"
"RIJ","Juan Simons Vela Airport","Rioja"
"RIL","Garfield County Regional Airport","Rifle"
"RIS","Rishiri Airport","Rishiri"
"RIV","March ARB Airport","Riverside"
"RIY","Mukalla International Airport","Riyan"
"RJA","Rajahmundry Airport","Rajahmundry"
"RJI","Rajouri Airport","Rajouri"
"RJL","Logroño-Agoncillo Airport","Logroño"
"RKH","Rock Hill - York County Airport","Rock Hill"
"RKO","Rokot Airport","Sipora Island"
"RKU","Kairuku Airport","Yule Island"
"RKV","Reykjavik Airport","Reykjavík"
"RLA","Rolla Downtown Airport","Rolla"
"RLG","Rostock-Laage Airport","Rostock"
"RLO","Valle Del Conlara International Airport","Merlo"
"RLT","Arlit Airport","Arlit"
"RMB","Buraimi Airport","Buraimi"
"RML","Colombo Ratmalana Airport","Colombo"
"RMP","Rampart Airport","Rampart"
"RMQ","Taichung Ching Chuang Kang Airport","Taichung City"
"RMT","Rimatara Airport","Rimatara Island"
"RMU","Región de Murcia International Airport","Corvera"
"RNA","Ulawa Airport","Arona"
"RNE","Roanne-Renaison Airport","Roanne/Renaison"
"RNI","Corn Island","Corn Island"
"RNJ","Yoron Airport","Yoronjima"
"RNM","Qarn Alam Airport","Ghaba"
"RNN","Bornholm Airport","Rønne"
"RNP","Rongelap Island Airport","Rongelap Island"
"RNU","Ranau Airport","Ranau"
"ROA","Roanoke–Blacksburg Regional Airport","Roanoke"
"ROC","Greater Rochester International Airport","Rochester"
"ROD","Robertson Airport","Robertson"
"ROK","Rockhampton Airport","Rockhampton"
"ROL","Roosevelt Municipal Airport","Roosevelt"
"ROP","Rota International Airport","Rota Island"
"ROR","Babelthuap Airport","Babelthuap Island"
"ROS","Islas Malvinas Airport","Rosario"
"ROT","Rotorua Regional Airport","Rotorua"
"ROV","Platov International Airport","Rostov-on-Don"
"ROW","Roswell International Air Center Airport","Roswell"
"RPA","Rolpa Airport","Rolpa"
"RPB","Roper Bar Airport","Roper Bar"
"RPN","Ben Ya akov Airport","Rosh Pina"
"RPX","Roundup Airport","Roundup"
"RQO","El Reno Regional Airport","El Reno"
"RRG","Sir Charles Gaetan Duval Airport","Port Mathurin"
"RRL","Merrill Municipal Airport","Merrill"
"RRS","Røros Airport","Røros"
"RRT","Warroad International Memorial Airport","Warroad"
"RSH","Russian Mission Airport","Russian Mission"
"RSL","Russell Municipal Airport","Russell"
"RST","Rochester International Airport","Rochester"
"RSU","Yeosu Airport","Yeosu"
"RTB","Juan Manuel Galvez International Airport","Roatan Island"
"RTG","Frans Sales Lega Airport","Satar Tacik-Flores Island"
"RTL","Spirit Lake Municipal Airport","Spirit Lake"
"RTM","Rotterdam The Hague Airport","Rotterdam"
"RTN","Raton Municipal-Crews Field","Raton"
"RTW","Saratov Central Airport","Saratov"
"RUE","Rughenda Airfield","Butembo"
"RUF","Yuruf Airport","Amgotro"
"RUG","Rugao Air Base","Rugao"
"RUI","Sierra Blanca Regional Airport","Ruidoso"
"RUS","Marau Airport","Marau"
"RUT","Rutland - Southern Vermont Regional Airport","Rutland"
"RUU","Ruti Airport","Kawbenaberi"
"RVD","General Leite de Castro Airport","Rio Verde"
"RVN","Rovaniemi Airport","Rovaniemi"
"RVO","Reivilo Airport","Reivilo"
"RVR","Green River Municipal Airport","Green River"
"RVS","Richard Lloyd Jones Jr Airport","Tulsa"
"RWF","Redwood Falls Municipal Airport","Redwood Falls"
"RWI","Rocky Mount Wilson Regional Airport","Rocky Mount"
"RWL","Rawlins Municipal Airport/Harvey Field","Rawlins"
"RWN","Rivne International Airport","Rivne"
"RXE","Rexburg Madison County Airport","Rexburg"
"RYB","Staroselye Airport","Rybinsk"
"RYN","Royan-Médis Airport","Royan/Médis"
"RZE","Rzeszów-Jasionka Airport","Rzeszów"
"RZS","Sawan Airport","Sawan-Bali Island"
"SAD","Safford Regional Airport","Safford"
"SAE","Sangir Airport","Sangir-Simbawa Island"
"SAL","Monseñor Óscar Arnulfo Romero International Airpor","San Salvador (San Luis Talpa)"
"SAN","San Diego International Airport","San Diego"
"SAQ","San Andros Airport","Andros Island"
"SAS","Salton Sea Airport","Salton City"
"SAT","San Antonio International Airport","San Antonio"
"SAY","Siena-Ampugnano Airport","Siena"
"SBA","Santa Barbara Municipal Airport","Santa Barbara"
"SBB","Santa Bárbara de Barinas Airport","Santa Barbara"
"SBC","Selbang Airport","Selbang"
"SBF","Sardeh Band Airport","Sardeh Band"
"SBM","Sheboygan County Memorial Airport","Sheboygan"
"SBP","San Luis County Regional Airport","San Luis Obispo"
"SBR","Saibai Island Airport","Saibai Island"
"SBS","Steamboat Springs Bob Adams Field","Steamboat Springs"
"SBT","Sabetta International Airport","Sabetta"
"SBU","Springbok Airport","Springbok"
"SBV","Sabah Airport","Sabah"
"SBY","Salisbury Ocean City Wicomico Regional Airport","Salisbury"
"SBZ","Sibiu International Airport","Sibiu"
"SCC","Deadhorse Airport","Deadhorse"
"SCE","University Park Airport","State College"
"SCH","Schenectady County Airport","Schenectady"
"SCM","Scammon Bay Airport","Scammon Bay"
"SCN","Saarbrücken Airport","Saarbrücken"
"SCO","Aktau Airport","Aktau"
"SCP","Mont-Dauphin - St-Crépin Airport","Mende"
"SCT","Socotra International Airport","Socotra Islands"
"SCV","Suceava Stefan cel Mare Airport","Suceava"
"SCW","Syktyvkar Airport","Syktyvkar"
"SCX","Salina Cruz Naval Air Station","Salina Cruz"
"SCY","San Cristóbal Airport","San Cristóbal"
"SCZ","Santa Cruz/Graciosa Bay/Luova Airport","Santa Cruz/Graciosa Bay/Luova"
"SDD","Lubango Airport","Lubango"
"SDE","Vicecomodoro Angel D. La Paz Aragonés Airport","Santiago del Estero"
"SDM","Brown Field Municipal Airport","San Diego"
"SDN","Sandane Airport (Anda)","Sandane"
"SDQ","Las Américas International Airport","Santo Domingo"
"SDR","Santander Airport","Santander"
"SEA","Seattle Tacoma International Airport","Seattle"
"SEB","Sabha Airport","Sabha"
"SEF","Sebring Regional Airport","Sebring"
"SEG","Penn Valley Airport","Selinsgrove"
"SEH","Senggeh Airport","Senggeh"
"SEK","Srednekolymsk Airport","Srednekolymsk"
"SEM","Craig Field","Selma"
"SEO","Seguela Airport","Seguela"
"SER","Freeman Municipal Airport","Seymour"
"SEV","Sievierodonetsk Airport","Sievierodonetsk"
"SEZ","Seychelles International Airport","Mahe Island"
"SFB","Orlando Sanford International Airport","Orlando"
"SFC","St-François Airport","St-François"
"SFF","Felts Field","Spokane"
"SFJ","Kangerlussuaq Airport","Kangerlussuaq"
"SFK","Soure Airport","Soure"
"SFM","Sanford Seacoast Regional Airport","Sanford"
"SFO","San Francisco International Airport","San Francisco"
"SFQ","Şanlıurfa Airport","Şanlıurfa"
"SFS","Subic Bay International Airport","Olongapo City"
"SFU","Safia Airport","Safia"
"SFZ","North Central State Airport","Pawtucket"
"SGF","Springfield Branson National Airport","Springfield"
"SGH","Springfield-Beckley Municipal Airport","Springfield"
"SGK","Sengapi Airstrip","Sengapi"
"SGL","Danilo Atienza Air Base","Cavite City"
"SGM","San Ignacio Airport","San Ignacio"
"SGR","Sugar Land Regional Airport","Houston"
"SGT","Stuttgart Municipal Airport / Carl Humphrey Field","Stuttgart"
"SGU","St George Municipal Airport","St George"
"SGV","Sierra Grande Airport","Sierra Grande"
"SGY","Skagway Airport","Skagway"
"SHF","Huayuan Airport","Shihezi"
"SHJ","Sharjah International Airport","Sharjah"
"SHM","Nanki Shirahama Airport","Shirahama"
"SHN","Sanderson Field","Shelton"
"SHO","King Mswati III International Airport","Manzini"
"SHY","Shinyanga Airport","Shinyanga"
"SIA","Xi an Xiguan Airport","Xi an"
"SII","Sidi Ifni Xx Airport","Sidi Ifni"
"SIN","Singapore Changi Airport","Singapore"
"SIT","Sitka Rocky Gutierrez Airport","Sitka"
"SIU","Siuna","Siuna"
"SIX","Singleton Airport","Singleton"
"SIZ","Sissano Airport","Sissano"
"SJA","San Juan de Marcona Airport","San Juan de Marcona"
"SJB","San Joaquín Airport","San Joaquín"
"SJD","Los Cabos International Airport","San José del Cabo"
"SJE","Jorge E. Gonzalez Torres Airport","San José Del Guaviare"
"SJK","Professor Urbano Ernesto Stumpf Airport","São José Dos Campos"
"SJP","Prof. Eribelto Manoel Reino State Airport","São José Do Rio Preto"
"SJQ","Sesheke Airport","Sesheke"
"SJR","San Juan De Uraba Airport","San Juan De Uraba"
"SJS","San José De Chiquitos Airport","San José de Chiquitos"
"SJX","Sartaneja Airport","Sartaneja"
"SJZ","São Jorge Airport","Velas"
"SKA","Fairchild Air Force Base","Spokane"
"SKD","Samarkand Airport","Samarkand"
"SKE","Skien Airport","Geiteryggen"
"SKF","Lackland Air Force Base","San Antonio"
"SKH","Surkhet Airport","Surkhet"
"SKM","Skeldon Airport","Skeldon"
"SKQ","Sekakes Airport","Sekakes"
"SKR","Shakiso Airport","Shakiso"
"SKT","Sialkot Airport","Sialkot"
"SKU","Skiros Airport","Skiros Island"
"SKX","Saransk Airport","Saransk"
"SKZ","Sukkur Airport","Mirpur Khas"
"SLA","Martin Miguel De Guemes International Airport","Salta"
"SLD","Sliač Airport","Sliač"
"SLE","Salem Municipal Airport/McNary Field","Salem"
"SLI","Solwesi Airport","Solwesi"
"SLL","Salalah Airport","Salalah"
"SLM","Salamanca Airport","Salamanca"
"SLO","Salem Leckrone Airport","Salem"
"SLP","Ponciano Arriaga International Airport","San Luis Potosí"
"SLQ","Sleetmute Airport","Sleetmute"
"SLR","Sulphur Springs Municipal Airport","Sulphur Springs"
"SLY","Salekhard Airport","Salekhard"
"SMA","Santa Maria Airport","Vila do Porto"
"SMJ","Sim Airport","Sim"
"SMP","Stockholm Airport","Stockholm"
"SMR","Simón Bolívar International Airport","Santa Marta"
"SMT","Adolino Bedin Regional Airport","Sorriso"
"SMW","Smara Airport","Smara"
